Total amount Withdrawn,No Of Withdrawals
727600.0,187.0
635200.0,201.0
706300.0,134.0
98400.0,27.0
310400.0,85.0
951400.0,206.0
612400.0,204.0
509500.0,120.0
209800.0,47.0
424600.0,75.0
698000.0,173.0
555600.0,212.0
312200.0,85.0
127100.0,39.0
141100.0,49.0
260900.0,84.0
312900.0,152.0
516900.0,108.0
106200.0,30.0
423700.0,83.0
765800.0,192.0
524300.0,189.0
579600.0,111.0
102200.0,34.0
412300.0,97.0
500600.0,141.0
526200.0,154.0
382100.0,104.0
105300.0,41.0
131400.0,41.0
318700.0,90.0
300700.0,118.0
338600.0,94.0
45100.0,15.0
218200.0,71.0
346900.0,118.0
319300.0,155.0
369000.0,97.0
36300.0,16.0
359900.0,75.0
864000.0,175.0
530300.0,169.0
483800.0,107.0
100000.0,36.0
421300.0,96.0
703100.0,162.0
525900.0,162.0
161000.0,40.0
78000.0,25.0
243700.0,64.0
680200.0,152.0
471000.0,150.0
359900.0,71.0
125700.0,37.0
355800.0,88.0
676200.0,168.0
340200.0,131.0
321400.0,80.0
134800.0,28.0
204700.0,61.0
679400.0,141.0
222400.0,112.0
433600.0,104.0
63600.0,24.0
346900.0,83.0
828300.0,224.0
386400.0,158.0
343800.0,109.0
116800.0,37.0
153700.0,54.0
264500.0,107.0
399200.0,169.0
391800.0,94.0
135900.0,32.0
225500.0,68.0
671000.0,150.0
622800.0,210.0
379400.0,94.0
90700.0,36.0
351500.0,81.0
587000.0,150.0
311800.0,132.0
350900.0,97.0
87700.0,25.0
247800.0,71.0
615900.0,151.0
521200.0,164.0
363300.0,83.0
75500.0,25.0
268100.0,72.0
539800.0,125.0
359700.0,119.0
294100.0,87.0
109400.0,33.0
240300.0,62.0
459400.0,116.0
242500.0,95.0
340600.0,77.0
175800.0,48.0
283300.0,60.0
717200.0,176.0
462900.0,138.0
138500.0,65.0
45700.0,27.0
123000.0,42.0
334900.0,89.0
249300.0,94.0
272600.0,86.0
96400.0,27.0
298300.0,79.0
772900.0,175.0
427700.0,130.0
358400.0,88.0
115300.0,35.0
458900.0,91.0
656900.0,157.0
436600.0,144.0
645300.0,112.0
119200.0,34.0
340400.0,71.0
664700.0,155.0
439300.0,144.0
497200.0,116.0
42700.0,19.0
301300.0,74.0
769600.0,198.0
647600.0,235.0
429200.0,116.0
143200.0,45.0
452900.0,99.0
802500.0,227.0
357100.0,172.0
634000.0,132.0
82400.0,30.0
262300.0,67.0
583700.0,196.0
502900.0,156.0
479600.0,107.0
111500.0,31.0
322800.0,82.0
739500.0,204.0
559200.0,180.0
598500.0,117.0
101000.0,23.0
201200.0,57.0
678800.0,161.0
515700.0,168.0
321000.0,91.0
125500.0,29.0
254700.0,80.0
363100.0,104.0
417900.0,175.0
526300.0,134.0
86700.0,23.0
221200.0,67.0
762000.0,185.0
558600.0,184.0
326400.0,103.0
129400.0,29.0
369900.0,84.0
781300.0,186.0
544000.0,173.0
412900.0,82.0
93200.0,20.0
154400.0,50.0
950500.0,192.0
468800.0,132.0
498600.0,98.0
231900.0,39.0
474500.0,86.0
545700.0,150.0
472600.0,174.0
449100.0,113.0
124637.0,35.0
351100.0,76.0
594700.0,184.0
364400.0,160.0
520000.0,116.0
144100.0,36.0
329000.0,82.0
671300.0,182.0
445000.0,155.0
322300.0,99.0
83000.0,44.0
398600.0,97.0
598700.0,166.0
552700.0,174.0
392100.0,102.0
114200.0,37.0
281900.0,72.0
450400.0,120.0
461600.0,151.0
305700.0,80.0
188200.0,54.0
319100.0,77.0
633900.0,155.0
517800.0,164.0
364300.0,76.0
95600.0,25.0
279600.0,72.0
654100.0,143.0
334200.0,153.0
382300.0,120.0
213000.0,46.0
279300.0,62.0
644100.0,150.0
805200.0,258.0
409600.0,111.0
98600.0,38.0
184300.0,44.0
267000.0,94.0
623600.0,262.0
442400.0,106.0
112700.0,28.0
183500.0,60.0
951400.0,174.0
639900.0,221.0
417600.0,97.0
146900.0,36.0
178600.0,52.0
616500.0,141.0
523200.0,177.0
353700.0,104.0
102600.0,33.0
343100.0,76.0
596100.0,160.0
382900.0,153.0
342600.0,93.0
186800.0,46.0
142900.0,42.0
405400.0,127.0
338100.0,143.0
396600.0,90.0
234600.0,65.0
321100.0,88.0
389700.0,138.0
477700.0,153.0
509000.0,112.0
90000.0,35.0
356700.0,90.0
599300.0,161.0
589800.0,195.0
256400.0,72.0
128900.0,42.0
254600.0,61.0
272600.0,85.0
201800.0,117.0
141700.0,26.0
220100.0,42.0
355800.0,80.0
594600.0,171.0
561900.0,171.0
263200.0,76.0
120500.0,37.0
232500.0,65.0
549100.0,140.0
396400.0,132.0
437000.0,83.0
88800.0,35.0
279900.0,75.0
523400.0,152.0
468700.0,123.0
350000.0,83.0
116000.0,37.0
334300.0,63.0
449800.0,115.0
189300.0,81.0
253600.0,58.0
40800.0,13.0
336200.0,61.0
491100.0,108.0
381900.0,111.0
749100.0,157.0
66200.0,22.0
549000.0,117.0
1117600.0,249.0
933600.0,221.0
378800.0,101.0
193800.0,47.0
356200.0,103.0
957400.0,222.0
560900.0,219.0
629500.0,133.0
173900.0,45.0
499600.0,114.0
967300.0,196.0
704100.0,176.0
707900.0,105.0
47200.0,16.0
386800.0,74.0
755000.0,140.0
743400.0,194.0
503800.0,114.0
181500.0,44.0
511100.0,96.0
333800.0,100.0
430800.0,158.0
266200.0,56.0
154300.0,34.0
252900.0,42.0
772500.0,186.0
453200.0,113.0
626100.0,126.0
135600.0,41.0
597660.0,154.0
306000.0,47.0
800000.0,186.0
558200.0,120.0
410800.0,110.0
515400.0,152.0
446800.0,111.0
775000.0,207.0
850900.0,141.0
269000.0,52.0
597660.0,154.0
646000.0,122.0
695700.0,195.0
878300.0,172.0
216400.0,62.0
597660.0,154.0
515400.0,152.0
768100.0,134.0
884200.0,155.0
430900.0,97.0
597660.0,154.0
308000.0,80.0
893700.0,211.0
655600.0,127.0
353300.0,87.0
597660.0,154.0
647600.0,112.0
1020500.0,223.0
530900.0,127.0
433100.0,117.0
597660.0,154.0
791300.0,143.0
704000.0,184.0
704600.0,140.0
62700.0,24.0
538100.0,96.0
602400.0,162.0
506500.0,191.0
688900.0,134.0
136200.0,49.0
623900.0,131.0
730200.0,237.0
626400.0,221.0
122300.0,46.0
114600.0,46.0
225700.0,68.0
322700.0,120.0
190500.0,89.0
137400.0,43.0
159700.0,46.0
114700.0,32.0
262600.0,108.0
231900.0,70.0
178200.0,63.0
130500.0,36.0
194800.0,65.0
363600.0,124.0
59700.0,31.0
335000.0,74.0
204300.0,38.0
537600.0,101.0
641900.0,170.0
339600.0,126.0
216200.0,70.0
141400.0,40.0
402700.0,101.0
655700.0,160.0
404300.0,115.0
423000.0,96.0
150300.0,28.0
392300.0,90.0
674300.0,159.0
485400.0,136.0
464300.0,112.0
193200.0,41.0
481500.0,109.0
717800.0,173.0
551200.0,158.0
440600.0,90.0
106900.0,38.0
440500.0,161.0
340200.0,90.0
416300.0,143.0
479600.0,105.0
235900.0,53.0
321500.0,101.0
673300.0,153.0
519200.0,173.0
282500.0,79.0
114700.0,35.0
341200.0,79.0
604600.0,144.0
559800.0,153.0
655300.0,121.0
190900.0,48.0
370800.0,81.0
451600.0,136.0
542000.0,162.0
352300.0,83.0
137800.0,33.0
308700.0,83.0
469800.0,139.0
427400.0,148.0
526100.0,113.0
123100.0,40.0
484300.0,87.0
565900.0,166.0
499100.0,123.0
514100.0,106.0
137700.0,38.0
477400.0,113.0
513700.0,153.0
468300.0,149.0
274500.0,78.0
157600.0,43.0
429300.0,111.0
298500.0,87.0
264000.0,122.0
366100.0,87.0
241700.0,56.0
469200.0,97.0
732800.0,164.0
400400.0,126.0
189300.0,48.0
157700.0,45.0
376100.0,86.0
758900.0,145.0
448300.0,122.0
574000.0,107.0
93300.0,30.0
559700.0,127.0
1055300.0,228.0
644200.0,171.0
474500.0,102.0
217300.0,50.0
397300.0,72.0
1044300.0,194.0
646800.0,183.0
594900.0,107.0
12000.0,2.0
483200.0,99.0
639600.0,152.0
697300.0,172.0
541600.0,114.0
154100.0,36.0
358300.0,108.0
753500.0,164.0
550000.0,152.0
662200.0,99.0
169800.0,31.0
638596.0,157.0
428300.0,73.0
892300.0,158.0
904600.0,132.0
108000.0,20.0
638596.0,157.0
440200.0,70.0
684300.0,129.0
802500.0,154.0
257900.0,52.0
638596.0,157.0
554000.0,104.0
583500.0,164.0
636300.0,131.0
142300.0,47.0
638596.0,157.0
352700.0,87.0
887800.0,223.0
346000.0,71.0
365100.0,95.0
555700.0,136.0
819700.0,197.0
340000.0,150.0
426900.0,103.0
347000.0,118.0
276700.0,66.0
550500.0,147.0
438100.0,141.0
555500.0,115.0
330100.0,90.0
638596.0,157.0
548300.0,131.0
882800.0,208.0
492900.0,106.0
432600.0,141.0
405389.0,94.0
1009800.0,242.0
856300.0,219.0
365200.0,98.0
175100.0,46.0
581400.0,116.0
677000.0,170.0
573500.0,198.0
374800.0,95.0
182900.0,41.0
263500.0,92.0
686700.0,149.0
429500.0,162.0
550600.0,108.0
277100.0,65.0
362200.0,105.0
667600.0,159.0
713700.0,175.0
503000.0,110.0
153000.0,34.0
212600.0,54.0
809000.0,169.0
444300.0,138.0
248500.0,85.0
162000.0,38.0
358600.0,66.0
434900.0,122.0
255900.0,115.0
405600.0,92.0
107600.0,35.0
399600.0,90.0
281300.0,98.0
579800.0,192.0
256600.0,73.0
58900.0,28.0
225200.0,70.0
259500.0,84.0
375700.0,161.0
544700.0,120.0
15600.0,9.0
503400.0,127.0
761700.0,177.0
381900.0,147.0
348700.0,81.0
207300.0,53.0
345900.0,97.0
525000.0,156.0
574000.0,177.0
375700.0,94.0
107300.0,39.0
506800.0,113.0
695400.0,188.0
448400.0,163.0
338500.0,87.0
122200.0,45.0
613900.0,114.0
503800.0,148.0
559500.0,152.0
398800.0,78.0
101600.0,41.0
362000.0,101.0
766000.0,190.0
457300.0,151.0
503800.0,106.0
154300.0,47.0
456000.0,93.0
629200.0,171.0
416900.0,159.0
267800.0,66.0
134900.0,52.0
179400.0,60.0
227200.0,96.0
390100.0,132.0
258000.0,82.0
110200.0,34.0
360300.0,73.0
500500.0,108.0
442200.0,165.0
110500.0,35.0
219900.0,49.0
298700.0,83.0
409300.0,108.0
424000.0,121.0
606000.0,109.0
146100.0,40.0
367000.0,96.0
619500.0,150.0
571200.0,177.0
520400.0,122.0
141900.0,40.0
557100.0,127.0
858500.0,214.0
827200.0,225.0
523000.0,99.0
208300.0,37.0
547200.0,116.0
663100.0,164.0
417900.0,134.0
636100.0,117.0
185100.0,43.0
428900.0,95.0
634600.0,133.0
703800.0,222.0
751200.0,137.0
229900.0,40.0
647100.0,143.0
730200.0,164.0
346700.0,103.0
481200.0,73.0
124300.0,36.0
687648.0,161.0
344800.0,59.0
444300.0,107.0
518300.0,97.0
71300.0,22.0
107700.0,24.0
506900.0,149.0
202500.0,55.0
493900.0,96.0
290000.0,81.0
687648.0,161.0
649700.0,117.0
770600.0,207.0
554300.0,108.0
220900.0,56.0
687648.0,161.0
519500.0,99.0
717700.0,197.0
574600.0,104.0
187100.0,62.0
687648.0,161.0
554700.0,124.0
927800.0,214.0
498700.0,130.0
339700.0,94.0
472303.0,105.0
687648.0,161.0
991900.0,230.0
498900.0,107.0
318300.0,79.0
687648.0,161.0
622100.0,141.0
1082400.0,262.0
598000.0,95.0
398200.0,105.0
538100.0,132.0
1142600.0,239.0
695300.0,181.0
478000.0,121.0
195500.0,50.0
452200.0,112.0
624000.0,189.0
462200.0,166.0
442400.0,94.0
241400.0,36.0
401300.0,104.0
858400.0,193.0
518900.0,166.0
466600.0,113.0
224200.0,59.0
451600.0,105.0
877500.0,152.0
734000.0,183.0
394500.0,88.0
126500.0,39.0
408700.0,111.0
739300.0,165.0
598900.0,168.0
455700.0,92.0
145800.0,45.0
588800.0,105.0
563100.0,156.0
757400.0,216.0
438100.0,117.0
94900.0,31.0
271300.0,91.0
225100.0,77.0
339600.0,163.0
547500.0,131.0
93800.0,27.0
652400.0,140.0
575000.0,131.0
440000.0,137.0
446500.0,122.0
225800.0,49.0
449000.0,108.0
661700.0,178.0
682600.0,210.0
537200.0,117.0
119000.0,44.0
557800.0,137.0
628400.0,156.0
358000.0,133.0
610900.0,119.0
253800.0,62.0
495600.0,109.0
703600.0,157.0
391500.0,126.0
297900.0,77.0
124400.0,45.0
368200.0,79.0
485800.0,130.0
2200.0,4.0
584000.0,126.0
156100.0,40.0
451800.0,98.0
840200.0,175.0
567700.0,182.0
289000.0,75.0
144000.0,40.0
317600.0,84.0
367300.0,87.0
275100.0,113.0
609600.0,108.0
153900.0,38.0
614400.0,108.0
857300.0,192.0
281500.0,122.0
333700.0,92.0
81100.0,33.0
387500.0,97.0
590300.0,153.0
529100.0,158.0
522200.0,110.0
84600.0,38.0
441500.0,95.0
674800.0,155.0
494600.0,148.0
521600.0,124.0
118700.0,43.0
378500.0,89.0
739000.0,163.0
301500.0,86.0
510600.0,119.0
210400.0,53.0
459000.0,100.0
734900.0,155.0
718900.0,167.0
661500.0,156.0
237000.0,57.0
505000.0,104.0
909600.0,187.0
819100.0,197.0
529000.0,95.0
206800.0,38.0
430500.0,105.0
764400.0,149.0
510700.0,155.0
778500.0,129.0
126500.0,39.0
640591.0,153.0
632400.0,132.0
771100.0,193.0
686000.0,139.0
140900.0,48.0
315500.0,74.0
504300.0,130.0
549500.0,178.0
639600.0,114.0
264200.0,64.0
500000.0,95.0
909000.0,182.0
796000.0,164.0
277900.0,49.0
174000.0,37.0
345400.0,63.0
848700.0,205.0
488800.0,119.0
523600.0,86.0
44400.0,15.0
640591.0,153.0
81900.0,29.0
153400.0,41.0
621100.0,119.0
138600.0,48.0
640591.0,153.0
474079.0,136.0
491000.0,88.0
708400.0,131.0
268700.0,60.0
640591.0,153.0
367400.0,79.0
996100.0,269.0
791800.0,133.0
245200.0,48.0
718900.0,114.0
1127100.0,252.0
846300.0,219.0
524900.0,86.0
229300.0,65.0
640591.0,153.0
740800.0,139.0
674400.0,215.0
607000.0,115.0
242300.0,76.0
558700.0,122.0
973500.0,209.0
432400.0,153.0
421900.0,87.0
446000.0,127.0
640591.0,153.0
678500.0,139.0
800900.0,212.0
293100.0,72.0
225600.0,46.0
431900.0,76.0
428100.0,115.0
161300.0,78.0
405200.0,99.0
285300.0,44.0
424500.0,64.0
421200.0,103.0
314300.0,104.0
253700.0,65.0
308400.0,42.0
324000.0,51.0
372800.0,94.0
275600.0,65.0
426800.0,76.0
82300.0,26.0
177500.0,46.0
159900.0,58.0
297700.0,99.0
180400.0,34.0
38000.0,6.0
177300.0,30.0
150300.0,47.0
308000.0,48.0
630200.0,92.0
75700.0,27.0
177500.0,30.0
603500.0,138.0
428300.0,98.0
367300.0,74.0
126700.0,31.0
540800.0,109.0
780600.0,175.0
656300.0,194.0
466000.0,94.0
112200.0,41.0
531200.0,110.0
730600.0,182.0
447700.0,175.0
600000.0,122.0
200800.0,51.0
587100.0,112.0
811800.0,224.0
620400.0,189.0
372200.0,91.0
135700.0,37.0
227100.0,59.0
350700.0,74.0
244700.0,87.0
594300.0,110.0
96800.0,36.0
122200.0,34.0
354100.0,96.0
322000.0,111.0
310100.0,73.0
121000.0,24.0
42700.0,3.0
743900.0,170.0
420000.0,122.0
452000.0,79.0
86600.0,28.0
36100.0,18.0
998100.0,207.0
369900.0,116.0
558000.0,119.0
172500.0,55.0
640591.0,153.0
266600.0,58.0
537400.0,155.0
421900.0,94.0
203000.0,37.0
337000.0,71.0
825900.0,231.0
399700.0,140.0
406400.0,96.0
128000.0,39.0
408400.0,88.0
749800.0,190.0
364500.0,80.0
316300.0,58.0
73000.0,21.0
95700.0,26.0
265500.0,83.0
106200.0,28.0
312400.0,54.0
30600.0,6.0
255600.0,68.0
859800.0,215.0
454700.0,135.0
516400.0,104.0
281800.0,58.0
408000.0,92.0
753200.0,169.0
706800.0,198.0
341600.0,103.0
148800.0,38.0
279600.0,67.0
494900.0,127.0
532600.0,199.0
552300.0,103.0
123300.0,33.0
928400.0,176.0
790200.0,191.0
760700.0,169.0
527100.0,109.0
183300.0,32.0
273700.0,69.0
659600.0,126.0
470500.0,133.0
53400.0,17.0
55500.0,18.0
394700.0,62.0
697300.0,162.0
593000.0,124.0
561500.0,81.0
170100.0,40.0
384100.0,63.0
866800.0,200.0
559100.0,106.0
692500.0,124.0
271700.0,62.0
782725.0,189.0
561467.0,166.0
504000.0,129.0
700700.0,145.0
112800.0,48.0
406000.0,115.0
572400.0,162.0
423900.0,193.0
540500.0,111.0
274900.0,65.0
782725.0,189.0
648500.0,118.0
1003600.0,223.0
566000.0,92.0
267700.0,74.0
782725.0,189.0
719600.0,157.0
748400.0,199.0
757600.0,132.0
394100.0,110.0
390290.0,86.0
561467.0,166.0
761000.0,175.0
548300.0,95.0
383800.0,112.0
782725.0,189.0
800400.0,147.0
679300.0,192.0
350200.0,109.0
195600.0,65.0
200500.0,69.0
473900.0,150.0
413000.0,159.0
449100.0,102.0
155500.0,35.0
394600.0,66.0
961100.0,202.0
410500.0,112.0
570600.0,125.0
179200.0,42.0
567300.0,130.0
942800.0,240.0
373900.0,165.0
660400.0,144.0
174700.0,55.0
215600.0,59.0
905700.0,200.0
730800.0,198.0
289100.0,59.0
207600.0,44.0
259200.0,78.0
927100.0,213.0
616000.0,221.0
556800.0,98.0
180200.0,53.0
358200.0,63.0
795300.0,191.0
583300.0,201.0
404800.0,74.0
125200.0,32.0
384000.0,86.0
827000.0,218.0
501800.0,148.0
123800.0,43.0
124900.0,28.0
73600.0,27.0
307800.0,80.0
102700.0,49.0
527800.0,103.0
84400.0,18.0
257700.0,59.0
773900.0,187.0
294400.0,87.0
601100.0,123.0
156300.0,53.0
214600.0,47.0
991800.0,252.0
570000.0,199.0
504400.0,126.0
245700.0,65.0
206800.0,54.0
936000.0,188.0
741100.0,239.0
359300.0,101.0
140900.0,38.0
306400.0,68.0
743500.0,189.0
621500.0,154.0
487500.0,102.0
171300.0,58.0
561467.0,166.0
392200.0,81.0
1153700.0,277.0
608100.0,135.0
182000.0,64.0
561467.0,166.0
408100.0,82.0
954100.0,268.0
364200.0,118.0
112200.0,57.0
249300.0,68.0
469700.0,127.0
451100.0,157.0
718600.0,143.0
165600.0,41.0
276100.0,71.0
1026600.0,240.0
528300.0,150.0
423300.0,95.0
205500.0,59.0
782725.0,189.0
391500.0,98.0
547800.0,159.0
404600.0,106.0
158600.0,56.0
782725.0,189.0
466500.0,111.0
553300.0,160.0
580000.0,116.0
185100.0,52.0
782725.0,189.0
339500.0,79.0
642200.0,180.0
431800.0,98.0
96900.0,35.0
592900.0,148.0
854000.0,197.0
722600.0,215.0
449700.0,95.0
111100.0,33.0
511300.0,116.0
1069600.0,219.0
554800.0,167.0
520800.0,109.0
273300.0,58.0
501000.0,110.0
1060200.0,199.0
735000.0,227.0
372300.0,88.0
142500.0,29.0
216200.0,44.0
513400.0,106.0
391400.0,108.0
28300.0,8.0
88700.0,20.0
219200.0,39.0
331000.0,72.0
115800.0,49.0
599600.0,102.0
170400.0,51.0
817118.0,193.0
388300.0,79.0
678700.0,179.0
491800.0,101.0
157300.0,38.0
817118.0,193.0
505300.0,118.0
721800.0,175.0
658200.0,135.0
142700.0,44.0
817118.0,193.0
634900.0,124.0
887100.0,214.0
557200.0,102.0
193400.0,68.0
563900.0,113.0
1099200.0,257.0
798700.0,205.0
502700.0,115.0
324600.0,89.0
817118.0,193.0
835500.0,170.0
717600.0,188.0
508900.0,94.0
300200.0,75.0
817118.0,193.0
578400.0,135.0
891500.0,249.0
627700.0,139.0
268300.0,82.0
817118.0,193.0
585300.0,146.0
517600.0,169.0
610000.0,133.0
205100.0,66.0
141900.0,32.0
1101100.0,264.0
813800.0,236.0
832900.0,174.0
150700.0,56.0
817118.0,193.0
560104.0,174.0
637000.0,148.0
644900.0,116.0
327300.0,90.0
426500.0,94.0
663300.0,197.0
417700.0,122.0
755900.0,138.0
268600.0,70.0
268800.0,69.0
826000.0,179.0
513500.0,179.0
429300.0,109.0
174700.0,47.0
560104.0,174.0
288200.0,78.0
285800.0,97.0
507100.0,124.0
229200.0,81.0
531400.0,101.0
913700.0,239.0
826200.0,244.0
403500.0,111.0
273900.0,75.0
425300.0,94.0
1111000.0,243.0
631300.0,261.0
512500.0,104.0
271800.0,62.0
223700.0,68.0
813400.0,211.0
621800.0,197.0
258200.0,63.0
308800.0,72.0
560104.0,174.0
435700.0,114.0
855800.0,230.0
534100.0,110.0
157800.0,53.0
196400.0,54.0
965700.0,210.0
289600.0,132.0
498400.0,116.0
88900.0,38.0
520400.0,118.0
856100.0,221.0
560900.0,205.0
315300.0,111.0
39100.0,32.0
247400.0,53.0
401300.0,107.0
122100.0,58.0
491100.0,103.0
261900.0,55.0
263700.0,72.0
858000.0,204.0
479700.0,158.0
607300.0,110.0
215200.0,54.0
239700.0,70.0
881800.0,200.0
362800.0,144.0
430100.0,107.0
92800.0,49.0
326500.0,81.0
769600.0,190.0
395500.0,148.0
467100.0,94.0
104700.0,38.0
364500.0,85.0
867900.0,219.0
194300.0,87.0
506200.0,81.0
208500.0,60.0
199100.0,58.0
878700.0,186.0
441000.0,160.0
420800.0,106.0
124600.0,37.0
817118.0,193.0
448000.0,91.0
720000.0,224.0
766600.0,136.0
128300.0,25.0
656600.0,132.0
802800.0,178.0
911300.0,255.0
510200.0,122.0
184600.0,47.0
591400.0,129.0
777700.0,179.0
804700.0,219.0
635600.0,107.0
159200.0,43.0
600100.0,117.0
700100.0,174.0
756900.0,210.0
711900.0,128.0
146600.0,41.0
447700.0,81.0
814900.0,181.0
529800.0,130.0
33100.0,6.0
146900.0,33.0
536000.0,87.0
718600.0,174.0
408100.0,97.0
464600.0,130.0
284800.0,63.0
420986.0,89.0
750311.0,198.0
708300.0,191.0
404200.0,76.0
227300.0,64.0
750311.0,198.0
432100.0,90.0
898100.0,259.0
647600.0,112.0
176800.0,48.0
750311.0,198.0
580000.0,115.0
605300.0,168.0
538300.0,124.0
368700.0,76.0
556800.0,122.0
808400.0,212.0
669600.0,187.0
454400.0,133.0
230400.0,94.0
401500.0,99.0
542300.0,153.0
500.0,1.0
956700.0,155.0
392100.0,109.0
420986.0,89.0
750311.0,198.0
904500.0,249.0
733400.0,143.0
369100.0,98.0
527900.0,119.0
893100.0,241.0
486200.0,138.0
384700.0,87.0
200500.0,60.0
750311.0,198.0
373200.0,79.0
416600.0,138.0
622300.0,128.0
195700.0,51.0
750311.0,198.0
601600.0,116.0
699500.0,211.0
389600.0,86.0
203500.0,52.0
129500.0,56.0
584900.0,210.0
541700.0,195.0
568400.0,117.0
239000.0,50.0
194600.0,37.0
1039800.0,241.0
700400.0,167.0
555800.0,113.0
248900.0,56.0
750311.0,198.0
313500.0,82.0
441100.0,130.0
587400.0,130.0
123500.0,42.0
750311.0,198.0
401300.0,85.0
609700.0,172.0
611500.0,130.0
126800.0,37.0
234300.0,54.0
851200.0,219.0
374700.0,132.0
456800.0,103.0
86100.0,38.0
461700.0,91.0
878800.0,229.0
549900.0,176.0
823500.0,139.0
131700.0,41.0
502200.0,103.0
867800.0,241.0
706600.0,193.0
502300.0,100.0
93700.0,43.0
230700.0,72.0
193600.0,72.0
350900.0,154.0
359900.0,86.0
100200.0,45.0
750311.0,198.0
565800.0,92.0
424000.0,164.0
499200.0,92.0
196000.0,43.0
449600.0,82.0
885600.0,205.0
206900.0,111.0
339900.0,82.0
377600.0,82.0
750311.0,198.0
271400.0,69.0
597600.0,188.0
639900.0,131.0
150600.0,46.0
363400.0,72.0
942000.0,233.0
495800.0,152.0
552100.0,110.0
53400.0,27.0
275500.0,74.0
658900.0,205.0
304600.0,111.0
438900.0,94.0
95000.0,39.0
511500.0,98.0
903000.0,284.0
504900.0,169.0
376100.0,95.0
86900.0,34.0
242500.0,62.0
392400.0,125.0
347900.0,155.0
587700.0,103.0
89400.0,29.0
750311.0,198.0
299100.0,60.0
458500.0,150.0
587800.0,126.0
179800.0,36.0
750311.0,198.0
457100.0,101.0
517300.0,175.0
598400.0,127.0
119100.0,40.0
317000.0,90.0
410200.0,120.0
587200.0,256.0
568700.0,147.0
196800.0,38.0
594600.0,125.0
939100.0,197.0
886900.0,243.0
574000.0,113.0
117100.0,25.0
457000.0,108.0
786300.0,170.0
707900.0,188.0
